team,week,goals,assists,shots,shots_on_goal,fouls_committed,yellow_cards,red_cards,offsides,corners,possession,passes,interceptions,home,shot_accuracy,opp_shots,opp_shots_on_goal,opp_yellow_cards,opp_red_cards,opp_goals,opp_assists,opp_fouls_committed,opp_team,points_won
Tigre,19.0,1.0,0.0,7.0,4.0,13.0,4.0,0.0,0.0,1.0,0.45,291.0,21.0,1.0,0.5714285714285714,14.0,8.0,4.0,0.0,2.0,1.0,14.0,Boca Juniors,0
Patronato,19.0,0.0,0.0,12.0,4.0,11.0,0.0,0.0,4.0,7.0,0.44,160.0,30.0,1.2,0.3333333333333333,12.0,3.0,3.0,0.0,1.0,0.0,14.0,River Plate,0
River Plate,19.0,1.0,0.0,12.0,3.0,14.0,3.0,0.0,1.0,7.0,0.56,309.0,6.0,1.0,0.25,12.0,4.0,0.0,0.0,0.0,0.0,11.0,Patronato,3
Lanus,19.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,6.0,0.51,346.0,22.0,1.2,0.0,8.0,2.0,2.0,0.0,0.0,0.0,18.0,Estudiantes de La Plata,1
Estudiantes de La Plata,19.0,0.0,0.0,8.0,2.0,18.0,2.0,0.0,1.0,3.0,0.49,317.0,11.0,1.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,12.0,Lanus,1
Huracan,19.0,1.0,1.0,8.0,5.0,13.0,2.0,0.0,4.0,3.0,0.44,162.0,6.0,1.2,0.625,9.0,4.0,1.0,1.0,1.0,1.0,16.0,San Lorenzo,1
San Lorenzo,19.0,1.0,1.0,9.0,4.0,16.0,1.0,1.0,2.0,2.0,0.56,255.0,12.0,1.0,0.4444444444444444,8.0,5.0,2.0,0.0,1.0,1.0,13.0,Huracan,1
Velez Sarsfield,19.0,2.0,2.0,14.0,4.0,16.0,3.0,0.0,0.0,9.0,0.6,287.0,19.0,1.2,0.2857142857142857,7.0,4.0,2.0,0.0,2.0,2.0,24.0,Rosario Central,1
Rosario Central,19.0,2.0,2.0,7.0,4.0,24.0,2.0,0.0,1.0,1.0,0.4,121.0,10.0,1.0,0.5714285714285714,14.0,4.0,3.0,0.0,2.0,2.0,16.0,Velez Sarsfield,1
Independiente,19.0,2.0,2.0,12.0,7.0,10.0,0.0,0.0,1.0,5.0,0.47,231.0,13.0,1.2,0.5833333333333334,11.0,6.0,2.0,0.0,1.0,1.0,15.0,Argentinos Jrs.,3
Argentinos Jrs.,19.0,1.0,1.0,11.0,6.0,15.0,2.0,0.0,5.0,4.0,0.53,294.0,29.0,1.0,0.5454545454545454,12.0,7.0,0.0,0.0,2.0,2.0,10.0,Independiente,0
Defensa y Justicia,19.0,1.0,1.0,10.0,3.0,9.0,0.0,0.0,2.0,1.0,0.53,324.0,27.0,1.2,0.3,7.0,4.0,3.0,1.0,1.0,0.0,16.0,Belgrano,1
Belgrano,19.0,1.0,0.0,7.0,4.0,16.0,3.0,1.0,3.0,5.0,0.47,290.0,13.0,1.0,0.5714285714285714,10.0,3.0,0.0,0.0,1.0,1.0,9.0,Defensa y Justicia,1
Union Santa Fe,19.0,3.0,2.0,19.0,4.0,13.0,0.0,0.0,0.0,4.0,0.53,219.0,32.0,1.2,0.21052631578947367,7.0,2.0,3.0,0.0,0.0,0.0,17.0,Temperley,3
Temperley,19.0,0.0,0.0,7.0,2.0,17.0,3.0,0.0,3.0,7.0,0.47,214.0,0.0,1.0,0.2857142857142857,19.0,4.0,0.0,0.0,3.0,2.0,13.0,Union Santa Fe,0
Newell's Old Boys,19.0,2.0,2.0,22.0,10.0,12.0,1.0,0.0,5.0,5.0,0.45,289.0,21.0,1.2,0.45454545454545453,9.0,0.0,0.0,0.0,0.0,0.0,9.0,San Martin de San Juan,3
San Martin de San Juan,19.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,1.0,3.0,0.55,417.0,6.0,1.0,0.0,22.0,10.0,1.0,0.0,2.0,2.0,12.0,Newell's Old Boys,0
Rosario Central,20.0,3.0,3.0,10.0,7.0,11.0,1.0,0.0,7.0,2.0,0.54,342.0,20.0,1.2,0.7,17.0,3.0,2.0,0.0,1.0,0.0,14.0,Chacarita,3
Chacarita,20.0,1.0,0.0,17.0,3.0,14.0,2.0,0.0,1.0,2.0,0.46,247.0,34.0,1.0,0.17647058823529413,10.0,7.0,1.0,0.0,3.0,3.0,11.0,Rosario Central,0
Colon,20.0,1.0,0.0,10.0,4.0,20.0,4.0,1.0,3.0,7.0,0.42,174.0,11.0,1.2,0.4,8.0,5.0,3.0,1.0,2.0,1.0,12.0,Lanus,0
Lanus,20.0,2.0,1.0,8.0,5.0,12.0,3.0,1.0,0.0,6.0,0.58,298.0,15.0,1.0,0.625,10.0,4.0,4.0,1.0,1.0,0.0,20.0,Colon,3
Argentinos Jrs.,20.0,1.0,1.0,12.0,3.0,17.0,3.0,0.0,3.0,5.0,0.51,218.0,35.0,1.2,0.25,4.0,1.0,2.0,0.0,0.0,0.0,17.0,Newell's Old Boys,3
Newell's Old Boys,20.0,0.0,0.0,4.0,1.0,17.0,2.0,0.0,1.0,7.0,0.49,223.0,12.0,1.0,0.25,12.0,3.0,3.0,0.0,1.0,1.0,17.0,Argentinos Jrs.,0
Temperley,20.0,1.0,0.0,18.0,8.0,19.0,4.0,0.0,2.0,8.0,0.61,243.0,10.0,1.2,0.4444444444444444,9.0,5.0,3.0,0.0,2.0,0.0,11.0,Huracan,0
Huracan,20.0,2.0,0.0,9.0,5.0,11.0,3.0,0.0,0.0,4.0,0.39,97.0,1.0,1.0,0.5555555555555556,18.0,8.0,4.0,0.0,1.0,0.0,19.0,Temperley,3
San Martin de San Juan,20.0,3.0,2.0,7.0,3.0,13.0,0.0,0.0,4.0,3.0,0.45,218.0,9.0,1.2,0.42857142857142855,9.0,3.0,2.0,0.0,0.0,0.0,15.0,Gimnasia LP,3
Gimnasia LP,20.0,0.0,0.0,9.0,3.0,15.0,2.0,0.0,3.0,4.0,0.55,338.0,4.0,1.0,0.3333333333333333,7.0,3.0,0.0,0.0,3.0,2.0,13.0,San Martin de San Juan,0
San Lorenzo,20.0,2.0,2.0,15.0,8.0,14.0,1.0,0.0,5.0,4.0,0.56,346.0,28.0,1.2,0.5333333333333333,7.0,1.0,3.0,0.0,0.0,0.0,16.0,Olimpo,3
Olimpo,20.0,0.0,0.0,7.0,1.0,16.0,3.0,0.0,0.0,5.0,0.44,235.0,20.0,1.0,0.14285714285714285,15.0,8.0,1.0,0.0,2.0,2.0,14.0,San Lorenzo,0
Talleres,20.0,1.0,1.0,8.0,2.0,13.0,1.0,1.0,2.0,4.0,0.48,255.0,29.0,1.2,0.25,13.0,2.0,3.0,2.0,0.0,0.0,19.0,Defensa y Justicia,3
Defensa y Justicia,20.0,0.0,0.0,13.0,2.0,19.0,3.0,2.0,0.0,8.0,0.52,315.0,10.0,1.0,0.15384615384615385,8.0,2.0,1.0,1.0,1.0,1.0,13.0,Talleres,0
Racing Club,20.0,5.0,5.0,19.0,11.0,12.0,1.0,0.0,0.0,5.0,0.66,416.0,2.0,1.2,0.5789473684210527,7.0,1.0,2.0,0.0,0.0,0.0,15.0,Patronato,3
Patronato,20.0,0.0,0.0,7.0,1.0,15.0,2.0,0.0,2.0,5.0,0.34,130.0,12.0,1.0,0.14285714285714285,19.0,11.0,1.0,0.0,5.0,5.0,12.0,Racing Club,0
Arsenal,20.0,1.0,1.0,7.0,3.0,13.0,2.0,0.0,5.0,3.0,0.39,155.0,7.0,1.2,0.42857142857142855,13.0,4.0,2.0,0.0,1.0,0.0,17.0,Velez Sarsfield,1
Velez Sarsfield,20.0,1.0,0.0,13.0,4.0,17.0,2.0,0.0,1.0,4.0,0.61,360.0,12.0,1.0,0.3076923076923077,7.0,3.0,2.0,0.0,1.0,1.0,13.0,Arsenal,1
Estudiantes de La Plata,20.0,0.0,0.0,14.0,3.0,8.0,0.0,0.0,3.0,10.0,0.62,362.0,6.0,1.2,0.21428571428571427,4.0,2.0,5.0,0.0,1.0,0.0,11.0,Godoy Cruz,0
Godoy Cruz,20.0,1.0,0.0,4.0,2.0,11.0,5.0,0.0,2.0,0.0,0.38,125.0,18.0,1.0,0.5,14.0,3.0,0.0,0.0,0.0,0.0,8.0,Estudiantes de La Plata,3
Atletico Tucuman,20.0,1.0,1.0,8.0,2.0,17.0,4.0,0.0,5.0,1.0,0.38,149.0,28.0,1.2,0.25,17.0,6.0,2.0,0.0,1.0,0.0,11.0,Boca Juniors,1
Boca Juniors,20.0,1.0,0.0,17.0,6.0,11.0,2.0,0.0,0.0,8.0,0.62,400.0,10.0,1.0,0.35294117647058826,8.0,2.0,4.0,0.0,1.0,1.0,17.0,Atletico Tucuman,1
River Plate,20.0,3.0,2.0,19.0,8.0,14.0,1.0,0.0,2.0,6.0,0.6,487.0,19.0,1.2,0.42105263157894735,10.0,5.0,4.0,0.0,1.0,0.0,12.0,Belgrano,3
Belgrano,20.0,1.0,0.0,10.0,5.0,12.0,4.0,0.0,3.0,3.0,0.4,242.0,13.0,1.0,0.5,19.0,8.0,1.0,0.0,3.0,2.0,14.0,River Plate,0
Banfield,20.0,0.0,0.0,6.0,3.0,9.0,3.0,0.0,8.0,5.0,0.51,347.0,15.0,1.2,0.5,14.0,5.0,0.0,0.0,2.0,2.0,14.0,Union Santa Fe,0
Union Santa Fe,20.0,2.0,2.0,14.0,5.0,14.0,0.0,0.0,3.0,5.0,0.49,323.0,35.0,1.0,0.35714285714285715,6.0,3.0,3.0,0.0,0.0,0.0,9.0,Banfield,3
Tigre,20.0,1.0,1.0,15.0,5.0,15.0,2.0,0.0,4.0,5.0,0.51,313.0,23.0,1.2,0.3333333333333333,7.0,1.0,4.0,0.0,1.0,1.0,13.0,Independiente,1
Independiente,20.0,1.0,1.0,7.0,1.0,13.0,4.0,0.0,3.0,1.0,0.49,308.0,24.0,1.0,0.14285714285714285,15.0,5.0,2.0,0.0,1.0,1.0,15.0,Tigre,1
Huracan,21.0,1.0,1.0,16.0,4.0,11.0,2.0,0.0,2.0,7.0,0.55,341.0,15.0,1.2,0.25,6.0,3.0,4.0,0.0,1.0,0.0,16.0,Banfield,1
Banfield,21.0,1.0,0.0,6.0,3.0,16.0,4.0,0.0,2.0,7.0,0.45,233.0,9.0,1.0,0.5,16.0,4.0,2.0,0.0,1.0,1.0,11.0,Huracan,1
Belgrano,21.0,2.0,0.0,16.0,7.0,10.0,2.0,0.0,3.0,6.0,0.39,129.0,22.0,1.2,0.4375,6.0,6.0,4.0,1.0,2.0,0.0,15.0,Racing Club,1
Racing Club,21.0,2.0,0.0,6.0,6.0,15.0,4.0,1.0,3.0,4.0,0.61,377.0,11.0,1.0,1.0,16.0,7.0,2.0,0.0,2.0,0.0,10.0,Belgrano,1
Velez Sarsfield,21.0,3.0,3.0,12.0,7.0,12.0,2.0,1.0,1.0,4.0,0.57,304.0,3.0,1.2,0.5833333333333334,12.0,7.0,3.0,0.0,3.0,2.0,17.0,Estudiantes de La Plata,1
Estudiantes de La Plata,21.0,3.0,2.0,12.0,7.0,17.0,3.0,0.0,2.0,6.0,0.43,189.0,16.0,1.0,0.5833333333333334,12.0,7.0,2.0,1.0,3.0,3.0,12.0,Velez Sarsfield,1
Newell's Old Boys,21.0,2.0,2.0,13.0,2.0,19.0,3.0,0.0,2.0,5.0,0.47,263.0,30.0,1.2,0.15384615384615385,10.0,5.0,1.0,0.0,1.0,0.0,10.0,Tigre,3
Tigre,21.0,1.0,0.0,10.0,5.0,10.0,1.0,0.0,3.0,4.0,0.53,333.0,7.0,1.0,0.5,13.0,2.0,3.0,0.0,2.0,2.0,19.0,Newell's Old Boys,0
Gimnasia LP,21.0,1.0,1.0,12.0,6.0,14.0,1.0,0.0,0.0,7.0,0.55,274.0,25.0,1.2,0.5,10.0,6.0,1.0,0.0,3.0,1.0,10.0,Argentinos Jrs.,0
Argentinos Jrs.,21.0,3.0,1.0,10.0,6.0,10.0,1.0,0.0,1.0,3.0,0.45,191.0,3.0,1.0,0.6,12.0,6.0,1.0,0.0,1.0,1.0,14.0,Gimnasia LP,3
Union Santa Fe,21.0,1.0,1.0,13.0,3.0,8.0,2.0,0.0,3.0,12.0,0.48,255.0,1.0,1.2,0.23076923076923078,5.0,2.0,3.0,0.0,1.0,1.0,14.0,San Martin de San Juan,1
San Martin de San Juan,21.0,1.0,1.0,5.0,2.0,14.0,3.0,0.0,0.0,3.0,0.52,282.0,12.0,1.0,0.4,13.0,3.0,2.0,0.0,1.0,1.0,8.0,Union Santa Fe,1
Independiente,21.0,0.0,0.0,8.0,3.0,6.0,2.0,0.0,2.0,6.0,0.65,427.0,3.0,1.2,0.375,12.0,7.0,3.0,1.0,2.0,2.0,17.0,Atletico Tucuman,0
Atletico Tucuman,21.0,2.0,2.0,12.0,7.0,17.0,3.0,1.0,0.0,4.0,0.35,122.0,29.0,1.0,0.5833333333333334,8.0,3.0,2.0,0.0,0.0,0.0,6.0,Independiente,3
Defensa y Justicia,21.0,1.0,1.0,15.0,3.0,16.0,2.0,0.0,2.0,4.0,0.5,296.0,14.0,1.2,0.2,20.0,9.0,3.0,0.0,3.0,1.0,17.0,River Plate,0
River Plate,21.0,3.0,1.0,20.0,9.0,17.0,3.0,0.0,0.0,4.0,0.5,299.0,7.0,1.0,0.45,15.0,3.0,2.0,0.0,1.0,1.0,16.0,Defensa y Justicia,3
Chacarita,21.0,2.0,2.0,15.0,6.0,12.0,3.0,0.0,2.0,8.0,0.46,216.0,12.0,1.2,0.4,11.0,8.0,3.0,0.0,2.0,2.0,13.0,Arsenal,1
Arsenal,21.0,2.0,2.0,11.0,8.0,13.0,3.0,0.0,4.0,2.0,0.54,325.0,5.0,1.0,0.7272727272727273,15.0,6.0,3.0,0.0,2.0,2.0,12.0,Chacarita,1
Patronato,21.0,3.0,3.0,12.0,6.0,10.0,4.0,0.0,1.0,3.0,0.46,194.0,8.0,1.2,0.5,11.0,3.0,4.0,0.0,0.0,0.0,19.0,Rosario Central,3
Rosario Central,21.0,0.0,0.0,11.0,3.0,19.0,4.0,0.0,2.0,7.0,0.54,274.0,2.0,1.0,0.2727272727272727,12.0,6.0,4.0,0.0,3.0,3.0,10.0,Patronato,0
Boca Juniors,21.0,2.0,2.0,11.0,6.0,14.0,3.0,0.0,2.0,2.0,0.54,312.0,29.0,1.2,0.5454545454545454,9.0,1.0,3.0,0.0,1.0,1.0,14.0,Talleres,3
Talleres,21.0,1.0,1.0,9.0,1.0,14.0,3.0,0.0,3.0,3.0,0.46,245.0,15.0,1.0,0.1111111111111111,11.0,6.0,3.0,0.0,2.0,2.0,14.0,Boca Juniors,0
Lanus,21.0,0.0,0.0,14.0,5.0,9.0,2.0,0.0,0.0,6.0,0.63,456.0,12.0,1.2,0.35714285714285715,7.0,2.0,3.0,0.0,2.0,1.0,16.0,San Lorenzo,0
San Lorenzo,21.0,2.0,1.0,7.0,2.0,16.0,3.0,0.0,3.0,3.0,0.37,213.0,13.0,1.0,0.2857142857142857,14.0,5.0,2.0,0.0,0.0,0.0,9.0,Lanus,3
Olimpo,21.0,1.0,0.0,9.0,4.0,16.0,2.0,0.0,1.0,6.0,0.5,133.0,25.0,1.2,0.4444444444444444,16.0,6.0,5.0,0.0,1.0,1.0,17.0,Temperley,1
Temperley,21.0,1.0,1.0,16.0,6.0,17.0,5.0,0.0,5.0,7.0,0.5,118.0,15.0,1.0,0.375,9.0,4.0,2.0,0.0,1.0,0.0,16.0,Olimpo,1
Godoy Cruz,21.0,2.0,1.0,11.0,2.0,11.0,2.0,0.0,1.0,6.0,0.41,175.0,29.0,1.2,0.18181818181818182,19.0,5.0,3.0,0.0,1.0,1.0,6.0,Colon,3
Colon,21.0,1.0,1.0,19.0,5.0,6.0,3.0,0.0,7.0,5.0,0.59,348.0,19.0,1.0,0.2631578947368421,11.0,2.0,2.0,0.0,2.0,1.0,11.0,Godoy Cruz,0
Independiente,15.0,0.0,0.0,19.0,3.0,9.0,3.0,1.0,2.0,9.0,0.62,405.0,12.0,1.2,0.15789473684210525,13.0,6.0,7.0,0.0,1.0,1.0,21.0,San Lorenzo,0
San Lorenzo,15.0,1.0,1.0,13.0,6.0,21.0,7.0,0.0,0.0,6.0,0.38,170.0,35.0,1.0,0.46153846153846156,19.0,3.0,3.0,1.0,0.0,0.0,9.0,Independiente,3
Tigre,22.0,2.0,1.0,19.0,9.0,12.0,1.0,0.0,3.0,6.0,0.51,289.0,18.0,1.2,0.47368421052631576,11.0,5.0,2.0,1.0,0.0,0.0,14.0,Gimnasia LP,3
Gimnasia LP,22.0,0.0,0.0,11.0,5.0,14.0,2.0,1.0,1.0,9.0,0.49,247.0,15.0,1.0,0.45454545454545453,19.0,9.0,1.0,0.0,2.0,1.0,12.0,Tigre,0
Argentinos Jrs.,22.0,3.0,1.0,10.0,4.0,11.0,3.0,1.0,3.0,4.0,0.49,218.0,9.0,1.2,0.4,9.0,4.0,3.0,1.0,1.0,1.0,17.0,Union Santa Fe,3
Union Santa Fe,22.0,1.0,1.0,9.0,4.0,17.0,3.0,1.0,1.0,3.0,0.51,200.0,8.0,1.0,0.4444444444444444,10.0,4.0,3.0,1.0,3.0,1.0,11.0,Argentinos Jrs.,0
Rosario Central,22.0,2.0,1.0,14.0,6.0,19.0,1.0,0.0,2.0,5.0,0.53,272.0,19.0,1.2,0.42857142857142855,22.0,5.0,3.0,0.0,1.0,0.0,17.0,Belgrano,3
Belgrano,22.0,1.0,0.0,22.0,5.0,17.0,3.0,0.0,1.0,3.0,0.47,240.0,0.0,1.0,0.22727272727272727,14.0,6.0,1.0,0.0,2.0,1.0,19.0,Rosario Central,0
Temperley,22.0,2.0,1.0,23.0,6.0,25.0,6.0,0.0,2.0,6.0,0.49,175.0,28.0,1.2,0.2608695652173913,18.0,9.0,4.0,2.0,2.0,1.0,14.0,Lanus,1
Lanus,22.0,2.0,1.0,18.0,9.0,14.0,4.0,2.0,0.0,2.0,0.51,222.0,7.0,1.0,0.5,23.0,6.0,6.0,0.0,2.0,1.0,25.0,Temperley,1
Colon,22.0,0.0,0.0,5.0,0.0,13.0,3.0,0.0,2.0,3.0,0.47,216.0,9.0,1.2,0.0,14.0,5.0,0.0,0.0,1.0,0.0,12.0,Velez Sarsfield,0
Velez Sarsfield,22.0,1.0,0.0,14.0,5.0,12.0,0.0,0.0,2.0,8.0,0.53,273.0,25.0,1.0,0.35714285714285715,5.0,0.0,3.0,0.0,0.0,0.0,13.0,Colon,3
Banfield,22.0,3.0,2.0,15.0,5.0,15.0,1.0,0.0,1.0,5.0,0.53,274.0,36.0,1.2,0.3333333333333333,10.0,2.0,4.0,0.0,0.0,0.0,12.0,Olimpo,3
Olimpo,22.0,0.0,0.0,10.0,2.0,12.0,4.0,0.0,2.0,2.0,0.47,241.0,8.0,1.0,0.2,15.0,5.0,1.0,0.0,3.0,2.0,15.0,Banfield,0
Boca Juniors,22.0,1.0,0.0,19.0,4.0,5.0,0.0,0.0,0.0,5.0,0.67,499.0,24.0,1.2,0.21052631578947367,14.0,4.0,2.0,0.0,2.0,1.0,12.0,Defensa y Justicia,0
Defensa y Justicia,22.0,2.0,1.0,14.0,4.0,12.0,2.0,0.0,1.0,3.0,0.33,127.0,21.0,1.0,0.2857142857142857,19.0,4.0,0.0,0.0,1.0,0.0,5.0,Boca Juniors,3
San Lorenzo,22.0,0.0,0.0,8.0,1.0,6.0,2.0,0.0,2.0,2.0,0.59,404.0,7.0,1.2,0.125,15.0,8.0,1.0,0.0,5.0,3.0,14.0,Godoy Cruz,0
Godoy Cruz,22.0,5.0,3.0,15.0,8.0,14.0,1.0,0.0,0.0,6.0,0.41,225.0,15.0,1.0,0.5333333333333333,8.0,1.0,2.0,0.0,0.0,0.0,6.0,San Lorenzo,3
San Martin de San Juan,22.0,0.0,0.0,18.0,7.0,10.0,0.0,0.0,3.0,6.0,0.69,391.0,2.0,1.2,0.3888888888888889,7.0,2.0,3.0,1.0,1.0,1.0,20.0,Huracan,0
Huracan,22.0,1.0,1.0,7.0,2.0,20.0,3.0,1.0,0.0,2.0,0.31,81.0,7.0,1.0,0.2857142857142857,18.0,7.0,0.0,0.0,0.0,0.0,10.0,San Martin de San Juan,3
Atletico Tucuman,22.0,1.0,1.0,14.0,7.0,18.0,2.0,0.0,2.0,7.0,0.5,225.0,18.0,1.2,0.5,11.0,8.0,2.0,0.0,1.0,1.0,13.0,Newell's Old Boys,1
Newell's Old Boys,22.0,1.0,1.0,11.0,8.0,13.0,2.0,0.0,1.0,6.0,0.5,221.0,13.0,1.0,0.7272727272727273,14.0,7.0,2.0,0.0,1.0,1.0,18.0,Atletico Tucuman,1
Talleres,22.0,0.0,0.0,15.0,5.0,15.0,4.0,0.0,3.0,8.0,0.56,296.0,40.0,1.2,0.3333333333333333,5.0,3.0,3.0,0.0,2.0,1.0,9.0,Independiente,0
Independiente,22.0,2.0,1.0,5.0,3.0,9.0,3.0,0.0,2.0,1.0,0.44,185.0,9.0,1.0,0.6,15.0,5.0,4.0,0.0,0.0,0.0,15.0,Talleres,3
Racing Club,22.0,0.0,0.0,18.0,5.0,13.0,5.0,0.0,2.0,6.0,0.53,278.0,31.0,1.2,0.2777777777777778,12.0,4.0,5.0,0.0,2.0,2.0,10.0,River Plate,0
River Plate,22.0,2.0,2.0,12.0,4.0,10.0,5.0,0.0,3.0,3.0,0.47,246.0,17.0,1.0,0.3333333333333333,18.0,5.0,5.0,0.0,0.0,0.0,13.0,Racing Club,3
Arsenal,22.0,1.0,1.0,8.0,1.0,11.0,3.0,0.0,0.0,2.0,0.51,273.0,14.0,1.2,0.125,11.0,4.0,1.0,0.0,1.0,0.0,16.0,Patronato,1
Patronato,22.0,1.0,0.0,11.0,4.0,16.0,1.0,0.0,3.0,7.0,0.49,253.0,7.0,1.0,0.36363636363636365,8.0,1.0,3.0,0.0,1.0,1.0,11.0,Arsenal,1
Estudiantes de La Plata,22.0,0.0,0.0,10.0,0.0,12.0,2.0,0.0,4.0,10.0,0.54,313.0,13.0,1.2,0.0,9.0,3.0,0.0,0.0,2.0,1.0,15.0,Chacarita,0
Chacarita,22.0,2.0,1.0,9.0,3.0,15.0,0.0,0.0,2.0,2.0,0.46,215.0,8.0,1.0,0.3333333333333333,10.0,0.0,2.0,0.0,0.0,0.0,12.0,Estudiantes de La Plata,3
Gimnasia LP,23.0,1.0,1.0,20.0,6.0,15.0,1.0,0.0,3.0,8.0,0.49,206.0,15.0,1.2,0.3,11.0,4.0,0.0,0.0,2.0,1.0,18.0,Atletico Tucuman,0
Atletico Tucuman,23.0,2.0,1.0,11.0,4.0,18.0,0.0,0.0,3.0,2.0,0.51,211.0,54.0,1.0,0.36363636363636365,20.0,6.0,1.0,0.0,1.0,1.0,15.0,Gimnasia LP,3
Huracan,23.0,1.0,0.0,12.0,3.0,15.0,0.0,0.0,2.0,5.0,0.5,209.0,9.0,1.2,0.25,13.0,5.0,3.0,0.0,0.0,0.0,18.0,Argentinos Jrs.,3
Argentinos Jrs.,23.0,0.0,0.0,13.0,5.0,18.0,3.0,0.0,2.0,5.0,0.5,178.0,51.0,1.0,0.38461538461538464,12.0,3.0,0.0,0.0,1.0,0.0,15.0,Huracan,0
Godoy Cruz,23.0,3.0,2.0,20.0,8.0,11.0,0.0,0.0,0.0,8.0,0.52,257.0,3.0,1.2,0.4,10.0,2.0,2.0,0.0,0.0,0.0,15.0,Temperley,3
Temperley,23.0,0.0,0.0,10.0,2.0,15.0,2.0,0.0,3.0,2.0,0.48,226.0,12.0,1.0,0.2,20.0,8.0,0.0,0.0,3.0,2.0,11.0,Godoy Cruz,0
Olimpo,23.0,0.0,0.0,11.0,4.0,10.0,2.0,0.0,1.0,7.0,0.54,225.0,14.0,1.2,0.36363636363636365,14.0,9.0,2.0,0.0,2.0,0.0,16.0,San Martin de San Juan,0
San Martin de San Juan,23.0,2.0,0.0,14.0,9.0,16.0,2.0,0.0,2.0,6.0,0.46,141.0,49.0,1.0,0.6428571428571429,11.0,4.0,2.0,0.0,0.0,0.0,10.0,Olimpo,3
Lanus,23.0,0.0,0.0,10.0,3.0,14.0,1.0,0.0,0.0,2.0,0.54,337.0,10.0,1.2,0.3,4.0,1.0,2.0,0.0,0.0,0.0,19.0,Banfield,1
Banfield,23.0,0.0,0.0,4.0,1.0,19.0,2.0,0.0,0.0,0.0,0.46,244.0,36.0,1.0,0.25,10.0,3.0,1.0,0.0,0.0,0.0,14.0,Lanus,1
Belgrano,23.0,3.0,3.0,18.0,9.0,11.0,1.0,0.0,4.0,9.0,0.56,330.0,13.0,1.2,0.5,5.0,1.0,1.0,0.0,0.0,0.0,9.0,Arsenal,3
Arsenal,23.0,0.0,0.0,5.0,1.0,9.0,1.0,0.0,0.0,0.0,0.44,201.0,12.0,1.0,0.2,18.0,9.0,1.0,0.0,3.0,3.0,11.0,Belgrano,0
Defensa y Justicia,23.0,3.0,2.0,17.0,7.0,14.0,1.0,0.0,1.0,6.0,0.4,169.0,23.0,1.2,0.4117647058823529,17.0,9.0,4.0,0.0,2.0,1.0,18.0,Racing Club,3
Racing Club,23.0,2.0,1.0,17.0,9.0,18.0,4.0,0.0,1.0,9.0,0.6,382.0,14.0,1.0,0.5294117647058824,17.0,7.0,1.0,0.0,3.0,2.0,14.0,Defensa y Justicia,0
Union Santa Fe,23.0,3.0,1.0,17.0,6.0,15.0,2.0,1.0,3.0,7.0,0.45,259.0,8.0,1.2,0.35294117647058826,13.0,6.0,3.0,1.0,3.0,2.0,11.0,Tigre,1
Tigre,23.0,3.0,2.0,13.0,6.0,11.0,3.0,1.0,5.0,4.0,0.55,347.0,17.0,1.0,0.46153846153846156,17.0,6.0,2.0,1.0,3.0,1.0,15.0,Union Santa Fe,1
Patronato,23.0,0.0,0.0,12.0,0.0,16.0,3.0,2.0,3.0,4.0,0.5,279.0,17.0,1.2,0.0,13.0,4.0,3.0,0.0,1.0,0.0,11.0,Estudiantes de La Plata,0
Estudiantes de La Plata,23.0,1.0,0.0,13.0,4.0,11.0,3.0,0.0,1.0,3.0,0.5,289.0,16.0,1.0,0.3076923076923077,12.0,0.0,3.0,2.0,0.0,0.0,16.0,Patronato,3
Chacarita,23.0,0.0,0.0,7.0,2.0,12.0,2.0,0.0,1.0,3.0,0.57,375.0,21.0,1.2,0.2857142857142857,11.0,5.0,1.0,0.0,2.0,2.0,19.0,Colon,0
Colon,23.0,2.0,2.0,11.0,5.0,19.0,1.0,0.0,3.0,6.0,0.43,250.0,18.0,1.0,0.45454545454545453,7.0,2.0,2.0,0.0,0.0,0.0,12.0,Chacarita,3
River Plate,23.0,2.0,2.0,21.0,6.0,9.0,2.0,0.0,2.0,7.0,0.6,351.0,17.0,1.2,0.2857142857142857,7.0,2.0,5.0,0.0,0.0,0.0,19.0,Rosario Central,3
Rosario Central,23.0,0.0,0.0,7.0,2.0,19.0,5.0,0.0,1.0,5.0,0.4,172.0,17.0,1.0,0.2857142857142857,21.0,6.0,2.0,0.0,2.0,2.0,9.0,River Plate,0
Independiente,23.0,1.0,1.0,10.0,2.0,14.0,2.0,0.0,2.0,8.0,0.47,247.0,12.0,1.2,0.2,13.0,5.0,4.0,1.0,0.0,0.0,14.0,Boca Juniors,3
Boca Juniors,23.0,0.0,0.0,13.0,5.0,14.0,4.0,1.0,2.0,5.0,0.53,275.0,16.0,1.0,0.38461538461538464,10.0,2.0,2.0,0.0,1.0,1.0,14.0,Independiente,0
Newell's Old Boys,23.0,2.0,2.0,13.0,6.0,17.0,2.0,0.0,0.0,4.0,0.4,204.0,12.0,1.2,0.46153846153846156,6.0,2.0,0.0,0.0,1.0,0.0,7.0,Talleres,3
