team,week,goals,assists,shots,shots_on_goal,fouls_committed,yellow_cards,red_cards,offsides,corners,possession,passes,interceptions,home,shot_accuracy,opp_shots,opp_shots_on_goal,opp_yellow_cards,opp_red_cards,opp_goals,opp_assists,opp_fouls_committed,opp_team,points_won
Godoy Cruz,12.0,1.0,1.0,4.0,2.0,10.0,3.0,0.0,1.0,0.0,0.34,103.0,13.0,1.0,0.5,17.0,4.0,2.0,0.0,0.0,0.0,21.0,Velez Sarsfield,3
Banfield,10.0,0.0,0.0,16.0,5.0,13.0,2.0,0.0,2.0,12.0,0.54,208.0,32.0,1.2,0.3125,11.0,4.0,3.0,0.0,1.0,1.0,14.0,Defensa y Justicia,0
Defensa y Justicia,10.0,1.0,1.0,11.0,4.0,14.0,3.0,0.0,1.0,5.0,0.46,201.0,12.0,1.0,0.36363636363636365,16.0,5.0,2.0,0.0,0.0,0.0,13.0,Banfield,3
Chacarita,10.0,0.0,0.0,12.0,4.0,17.0,1.0,0.0,2.0,5.0,0.63,333.0,19.0,1.2,0.3333333333333333,7.0,3.0,1.0,0.0,2.0,1.0,19.0,Huracan,0
Huracan,10.0,2.0,1.0,7.0,3.0,19.0,1.0,0.0,0.0,3.0,0.37,118.0,10.0,1.0,0.42857142857142855,12.0,4.0,1.0,0.0,0.0,0.0,17.0,Chacarita,3
Colon,10.0,3.0,2.0,16.0,6.0,9.0,1.0,0.0,3.0,6.0,0.63,362.0,31.0,1.2,0.375,10.0,5.0,1.0,0.0,1.0,0.0,14.0,Tigre,3
Tigre,10.0,1.0,0.0,10.0,5.0,14.0,1.0,0.0,1.0,4.0,0.37,148.0,11.0,1.0,0.5,16.0,6.0,1.0,0.0,3.0,2.0,9.0,Colon,0
Belgrano,10.0,2.0,2.0,14.0,6.0,13.0,1.0,0.0,5.0,7.0,0.55,284.0,23.0,1.2,0.42857142857142855,12.0,3.0,2.0,0.0,0.0,0.0,12.0,Gimnasia LP,3
Gimnasia LP,10.0,0.0,0.0,12.0,3.0,12.0,2.0,0.0,1.0,2.0,0.45,214.0,24.0,1.0,0.25,14.0,6.0,1.0,0.0,2.0,2.0,13.0,Belgrano,0
Patronato,10.0,2.0,2.0,13.0,4.0,16.0,4.0,0.0,4.0,6.0,0.44,215.0,10.0,1.2,0.3076923076923077,12.0,9.0,0.0,1.0,3.0,2.0,6.0,Union Santa Fe,0
Union Santa Fe,10.0,3.0,2.0,12.0,9.0,6.0,0.0,1.0,1.0,4.0,0.56,357.0,7.0,1.0,0.75,13.0,4.0,4.0,0.0,2.0,2.0,16.0,Patronato,3
San Lorenzo,10.0,1.0,0.0,6.0,3.0,23.0,4.0,0.0,3.0,2.0,0.41,164.0,28.0,1.2,0.5,16.0,4.0,3.0,0.0,0.0,0.0,20.0,Argentinos Jrs.,3
Argentinos Jrs.,10.0,0.0,0.0,16.0,4.0,20.0,3.0,0.0,1.0,4.0,0.59,335.0,12.0,1.0,0.25,6.0,3.0,4.0,0.0,1.0,0.0,23.0,San Lorenzo,0
Racing Club,10.0,0.0,0.0,21.0,4.0,17.0,4.0,0.0,4.0,11.0,0.68,330.0,16.0,1.2,0.19047619047619047,3.0,2.0,3.0,1.0,1.0,0.0,18.0,Independiente,0
Independiente,10.0,1.0,0.0,3.0,2.0,18.0,3.0,1.0,1.0,0.0,0.32,59.0,12.0,1.0,0.6666666666666666,21.0,4.0,4.0,0.0,0.0,0.0,17.0,Racing Club,3
Estudiantes de La Plata,10.0,1.0,1.0,14.0,2.0,11.0,4.0,0.0,4.0,7.0,0.5,199.0,10.0,1.2,0.14285714285714285,8.0,0.0,2.0,0.0,0.0,0.0,17.0,Atletico Tucuman,3
Atletico Tucuman,10.0,0.0,0.0,8.0,0.0,17.0,2.0,0.0,1.0,2.0,0.5,217.0,8.0,1.0,0.0,14.0,2.0,4.0,0.0,1.0,1.0,11.0,Estudiantes de La Plata,0
River Plate,10.0,1.0,1.0,16.0,7.0,12.0,3.0,0.0,1.0,4.0,0.59,399.0,27.0,1.2,0.4375,10.0,6.0,3.0,0.0,3.0,2.0,18.0,Newell's Old Boys,0
Newell's Old Boys,10.0,3.0,2.0,10.0,6.0,18.0,3.0,0.0,4.0,2.0,0.41,213.0,10.0,1.0,0.6,16.0,7.0,3.0,0.0,1.0,1.0,12.0,River Plate,3
Rosario Central,10.0,1.0,1.0,13.0,5.0,23.0,5.0,0.0,3.0,7.0,0.43,137.0,36.0,1.2,0.38461538461538464,12.0,3.0,5.0,1.0,0.0,0.0,13.0,Boca Juniors,3
Boca Juniors,10.0,0.0,0.0,12.0,3.0,13.0,5.0,1.0,1.0,7.0,0.57,250.0,6.0,1.0,0.25,13.0,5.0,5.0,0.0,1.0,1.0,23.0,Rosario Central,0
Arsenal,10.0,0.0,0.0,15.0,2.0,14.0,2.0,0.0,1.0,8.0,0.53,292.0,21.0,1.2,0.13333333333333333,11.0,5.0,0.0,0.0,1.0,1.0,15.0,Talleres,0
Talleres,10.0,1.0,1.0,11.0,5.0,15.0,0.0,0.0,2.0,8.0,0.47,227.0,19.0,1.0,0.45454545454545453,15.0,2.0,2.0,0.0,0.0,0.0,14.0,Arsenal,3
Velez Sarsfield,10.0,3.0,3.0,12.0,6.0,19.0,0.0,0.0,1.0,5.0,0.56,377.0,17.0,1.2,0.5,3.0,0.0,1.0,0.0,0.0,0.0,11.0,Olimpo,3
Olimpo,10.0,0.0,0.0,3.0,0.0,11.0,1.0,0.0,1.0,4.0,0.44,235.0,19.0,1.0,0.0,12.0,6.0,0.0,0.0,3.0,3.0,19.0,Velez Sarsfield,0
Temperley,10.0,1.0,1.0,7.0,1.0,13.0,2.0,1.0,2.0,2.0,0.4,165.0,9.0,1.2,0.14285714285714285,6.0,0.0,3.0,0.0,0.0,0.0,15.0,San Martin de San Juan,3
San Martin de San Juan,10.0,0.0,0.0,6.0,0.0,15.0,3.0,0.0,1.0,6.0,0.6,368.0,17.0,1.0,0.0,7.0,1.0,2.0,1.0,1.0,1.0,13.0,Temperley,0
San Lorenzo,12.0,2.0,2.0,10.0,4.0,11.0,2.0,0.0,3.0,5.0,0.52,296.0,24.0,1.2,0.4,11.0,5.0,1.0,0.0,0.0,0.0,10.0,Atletico Tucuman,3
Atletico Tucuman,12.0,0.0,0.0,11.0,5.0,10.0,1.0,0.0,5.0,7.0,0.48,265.0,44.0,1.0,0.45454545454545453,10.0,4.0,2.0,0.0,2.0,2.0,11.0,San Lorenzo,0
Union Santa Fe,11.0,1.0,1.0,14.0,5.0,14.0,3.0,0.0,2.0,6.0,0.54,367.0,27.0,1.2,0.35714285714285715,9.0,3.0,1.0,0.0,1.0,1.0,12.0,Belgrano,1
Belgrano,11.0,1.0,1.0,9.0,3.0,12.0,1.0,0.0,6.0,4.0,0.46,262.0,23.0,1.0,0.3333333333333333,14.0,5.0,3.0,0.0,1.0,1.0,14.0,Union Santa Fe,1
Defensa y Justicia,11.0,3.0,2.0,12.0,2.0,17.0,0.0,0.0,2.0,2.0,0.58,354.0,33.0,1.2,0.16666666666666666,11.0,4.0,0.0,0.0,2.0,2.0,13.0,Godoy Cruz,3
Godoy Cruz,11.0,2.0,2.0,11.0,4.0,13.0,0.0,0.0,1.0,7.0,0.42,176.0,32.0,1.0,0.36363636363636365,12.0,2.0,0.0,0.0,3.0,2.0,17.0,Defensa y Justicia,0
Huracan,11.0,1.0,0.0,14.0,7.0,12.0,1.0,0.0,0.0,9.0,0.64,372.0,15.0,1.2,0.5,4.0,2.0,8.0,1.0,1.0,1.0,15.0,Patronato,1
Patronato,11.0,1.0,1.0,4.0,2.0,15.0,8.0,1.0,0.0,0.0,0.36,118.0,26.0,1.0,0.5,14.0,7.0,1.0,0.0,1.0,0.0,12.0,Huracan,1
Olimpo,11.0,2.0,2.0,9.0,7.0,20.0,4.0,0.0,1.0,3.0,0.45,189.0,16.0,1.2,0.7777777777777778,15.0,1.0,2.0,0.0,0.0,0.0,12.0,Chacarita,3
Chacarita,11.0,0.0,0.0,15.0,1.0,12.0,2.0,0.0,1.0,4.0,0.55,274.0,21.0,1.0,0.06666666666666667,9.0,7.0,4.0,0.0,2.0,2.0,20.0,Olimpo,0
Argentinos Jrs.,11.0,2.0,0.0,21.0,9.0,13.0,3.0,1.0,3.0,4.0,0.71,427.0,10.0,1.2,0.42857142857142855,6.0,4.0,1.0,1.0,2.0,1.0,13.0,Temperley,1
Temperley,11.0,2.0,1.0,6.0,4.0,13.0,1.0,1.0,1.0,2.0,0.29,64.0,20.0,1.0,0.6666666666666666,21.0,9.0,3.0,1.0,2.0,0.0,13.0,Argentinos Jrs.,1
Newell's Old Boys,11.0,2.0,1.0,17.0,8.0,17.0,5.0,1.0,2.0,6.0,0.49,285.0,21.0,1.2,0.47058823529411764,13.0,7.0,3.0,0.0,2.0,2.0,11.0,Racing Club,1
Racing Club,11.0,2.0,2.0,13.0,7.0,11.0,3.0,0.0,1.0,3.0,0.51,292.0,12.0,1.0,0.5384615384615384,17.0,8.0,5.0,1.0,2.0,1.0,17.0,Newell's Old Boys,1
Talleres,11.0,0.0,0.0,17.0,2.0,15.0,2.0,0.0,1.0,11.0,0.68,396.0,1.0,1.2,0.11764705882352941,5.0,2.0,2.0,0.0,1.0,1.0,15.0,Estudiantes de La Plata,0
Estudiantes de La Plata,11.0,1.0,1.0,5.0,2.0,15.0,2.0,0.0,2.0,0.0,0.32,91.0,21.0,1.0,0.4,17.0,2.0,2.0,0.0,0.0,0.0,15.0,Talleres,3
Tigre,11.0,1.0,1.0,19.0,9.0,20.0,3.0,0.0,3.0,4.0,0.5,242.0,9.0,1.2,0.47368421052631576,6.0,3.0,2.0,0.0,2.0,2.0,15.0,San Lorenzo,0
San Lorenzo,11.0,2.0,2.0,6.0,3.0,15.0,2.0,0.0,2.0,1.0,0.5,223.0,8.0,1.0,0.5,19.0,9.0,3.0,0.0,1.0,1.0,20.0,Tigre,3
Boca Juniors,11.0,2.0,2.0,19.0,4.0,13.0,1.0,0.0,0.0,5.0,0.55,338.0,7.0,1.2,0.21052631578947367,10.0,2.0,4.0,1.0,0.0,0.0,15.0,Arsenal,3
Arsenal,11.0,0.0,0.0,10.0,2.0,15.0,4.0,1.0,3.0,2.0,0.45,242.0,12.0,1.0,0.2,19.0,4.0,1.0,0.0,2.0,2.0,13.0,Boca Juniors,0
Gimnasia LP,11.0,2.0,1.0,15.0,6.0,15.0,2.0,0.0,2.0,4.0,0.47,230.0,10.0,1.2,0.4,13.0,5.0,2.0,0.0,1.0,0.0,15.0,River Plate,3
River Plate,11.0,1.0,0.0,13.0,5.0,15.0,2.0,0.0,1.0,5.0,0.53,343.0,12.0,1.0,0.38461538461538464,15.0,6.0,2.0,0.0,2.0,1.0,15.0,Gimnasia LP,0
Lanus,11.0,0.0,0.0,6.0,2.0,9.0,2.0,0.0,1.0,2.0,0.54,319.0,16.0,1.2,0.3333333333333333,20.0,4.0,3.0,1.0,0.0,0.0,19.0,Velez Sarsfield,1
Velez Sarsfield,11.0,0.0,0.0,20.0,4.0,19.0,3.0,1.0,1.0,13.0,0.46,257.0,33.0,1.0,0.2,6.0,2.0,2.0,0.0,0.0,0.0,9.0,Lanus,1
Atletico Tucuman,11.0,2.0,2.0,13.0,8.0,14.0,3.0,0.0,3.0,3.0,0.52,282.0,8.0,1.2,0.6153846153846154,10.0,2.0,1.0,1.0,0.0,0.0,11.0,Colon,3
Colon,11.0,0.0,0.0,10.0,2.0,11.0,1.0,1.0,0.0,2.0,0.48,242.0,20.0,1.0,0.2,13.0,8.0,3.0,0.0,2.0,2.0,14.0,Atletico Tucuman,0
San Martin de San Juan,11.0,2.0,1.0,4.0,2.0,18.0,5.0,0.0,3.0,1.0,0.43,197.0,9.0,1.2,0.5,10.0,4.0,2.0,0.0,1.0,1.0,15.0,Banfield,3
Banfield,11.0,1.0,1.0,10.0,4.0,15.0,2.0,0.0,2.0,7.0,0.57,319.0,6.0,1.0,0.4,4.0,2.0,5.0,0.0,2.0,1.0,18.0,San Martin de San Juan,0
Temperley,12.0,2.0,1.0,13.0,7.0,13.0,4.0,0.0,1.0,4.0,0.46,207.0,40.0,1.2,0.5384615384615384,17.0,7.0,4.0,0.0,1.0,1.0,7.0,Tigre,3
Tigre,12.0,1.0,1.0,17.0,7.0,7.0,4.0,0.0,4.0,5.0,0.54,265.0,15.0,1.0,0.4117647058823529,13.0,7.0,4.0,0.0,2.0,1.0,13.0,Temperley,0
Patronato,12.0,1.0,1.0,19.0,8.0,13.0,2.0,0.0,4.0,5.0,0.57,312.0,17.0,1.2,0.42105263157894735,8.0,3.0,3.0,0.0,0.0,0.0,18.0,Olimpo,3
Olimpo,12.0,0.0,0.0,8.0,3.0,18.0,3.0,0.0,0.0,4.0,0.43,211.0,11.0,1.0,0.375,19.0,8.0,2.0,0.0,1.0,1.0,13.0,Patronato,0
Belgrano,12.0,1.0,0.0,13.0,6.0,13.0,1.0,0.0,0.0,3.0,0.62,382.0,8.0,1.2,0.46153846153846156,6.0,1.0,2.0,1.0,0.0,0.0,18.0,Huracan,3
Huracan,12.0,0.0,0.0,6.0,1.0,18.0,2.0,1.0,2.0,2.0,0.38,171.0,16.0,1.0,0.16666666666666666,13.0,6.0,1.0,0.0,1.0,0.0,13.0,Belgrano,0
Banfield,12.0,2.0,1.0,13.0,5.0,13.0,1.0,0.0,3.0,5.0,0.59,224.0,30.0,1.2,0.38461538461538464,7.0,6.0,3.0,0.0,3.0,3.0,19.0,Argentinos Jrs.,0
Argentinos Jrs.,12.0,3.0,3.0,7.0,6.0,19.0,3.0,0.0,1.0,4.0,0.41,138.0,13.0,1.0,0.8571428571428571,13.0,5.0,1.0,0.0,2.0,1.0,13.0,Banfield,3
Arsenal,12.0,1.0,1.0,12.0,2.0,15.0,1.0,0.0,7.0,3.0,0.57,347.0,19.0,1.2,0.16666666666666666,10.0,3.0,0.0,0.0,2.0,2.0,12.0,Independiente,0
Independiente,12.0,2.0,2.0,10.0,3.0,12.0,0.0,0.0,2.0,0.0,0.43,228.0,14.0,1.0,0.3,12.0,2.0,1.0,0.0,1.0,1.0,15.0,Arsenal,3
Rosario Central,12.0,1.0,1.0,9.0,4.0,24.0,4.0,0.0,2.0,5.0,0.49,132.0,3.0,1.2,0.4444444444444444,7.0,2.0,4.0,0.0,0.0,0.0,21.0,Newell's Old Boys,3
Newell's Old Boys,12.0,0.0,0.0,7.0,2.0,21.0,4.0,0.0,3.0,0.0,0.51,133.0,4.0,1.0,0.2857142857142857,9.0,4.0,4.0,0.0,1.0,1.0,24.0,Rosario Central,0
Colon,12.0,0.0,0.0,16.0,8.0,15.0,3.0,0.0,4.0,8.0,0.51,277.0,6.0,1.2,0.5,12.0,7.0,4.0,1.0,2.0,2.0,14.0,Talleres,0
Talleres,12.0,2.0,2.0,12.0,7.0,14.0,4.0,1.0,0.0,4.0,0.49,259.0,11.0,1.0,0.5833333333333334,16.0,8.0,3.0,0.0,0.0,0.0,15.0,Colon,3
Racing Club,12.0,3.0,1.0,21.0,9.0,22.0,0.0,0.0,3.0,7.0,0.53,331.0,20.0,1.2,0.42857142857142855,4.0,2.0,2.0,0.0,1.0,0.0,20.0,Gimnasia LP,3
Gimnasia LP,12.0,1.0,0.0,4.0,2.0,20.0,2.0,0.0,1.0,1.0,0.47,219.0,31.0,1.0,0.5,21.0,9.0,0.0,0.0,3.0,1.0,22.0,Racing Club,0
Estudiantes de La Plata,12.0,0.0,0.0,11.0,3.0,10.0,3.0,0.0,1.0,10.0,0.4,148.0,17.0,1.2,0.2727272727272727,13.0,2.0,5.0,0.0,1.0,0.0,23.0,Boca Juniors,0
Boca Juniors,12.0,1.0,0.0,13.0,2.0,23.0,5.0,0.0,0.0,8.0,0.6,336.0,34.0,1.0,0.15384615384615385,11.0,3.0,3.0,0.0,0.0,0.0,10.0,Estudiantes de La Plata,3
San Martin de San Juan,12.0,1.0,1.0,5.0,3.0,13.0,2.0,0.0,3.0,3.0,0.46,237.0,15.0,1.2,0.6,17.0,4.0,2.0,0.0,0.0,0.0,17.0,Defensa y Justicia,3
Defensa y Justicia,12.0,0.0,0.0,17.0,4.0,17.0,2.0,0.0,2.0,8.0,0.54,332.0,24.0,1.0,0.23529411764705882,5.0,3.0,2.0,0.0,1.0,1.0,13.0,San Martin de San Juan,0
Chacarita,12.0,3.0,2.0,9.0,4.0,10.0,2.0,0.0,3.0,3.0,0.45,256.0,19.0,1.2,0.4444444444444444,8.0,6.0,3.0,1.0,0.0,0.0,15.0,Lanus,3
Lanus,12.0,0.0,0.0,8.0,6.0,15.0,3.0,1.0,3.0,5.0,0.55,387.0,15.0,1.0,0.75,9.0,4.0,2.0,0.0,3.0,2.0,10.0,Chacarita,0
Independiente,11.0,1.0,1.0,23.0,13.0,9.0,3.0,0.0,0.0,11.0,0.58,311.0,23.0,1.2,0.5652173913043478,12.0,3.0,3.0,0.0,1.0,1.0,14.0,Rosario Central,1
Rosario Central,11.0,1.0,1.0,12.0,3.0,14.0,3.0,0.0,6.0,2.0,0.42,163.0,49.0,1.0,0.25,23.0,13.0,3.0,0.0,1.0,1.0,9.0,Independiente,1
Godoy Cruz,13.0,1.0,0.0,8.0,2.0,15.0,4.0,0.0,2.0,5.0,0.46,180.0,8.0,1.2,0.25,11.0,3.0,0.0,0.0,0.0,0.0,12.0,Chacarita,3
Chacarita,13.0,0.0,0.0,11.0,3.0,12.0,0.0,0.0,4.0,3.0,0.54,221.0,9.0,1.0,0.2727272727272727,8.0,2.0,4.0,0.0,1.0,0.0,15.0,Godoy Cruz,0
Tigre,13.0,1.0,0.0,13.0,4.0,13.0,4.0,0.0,3.0,9.0,0.61,363.0,24.0,1.2,0.3076923076923077,8.0,4.0,4.0,0.0,2.0,1.0,14.0,Banfield,0
Banfield,13.0,2.0,1.0,8.0,4.0,14.0,4.0,0.0,4.0,1.0,0.39,172.0,19.0,1.0,0.5,13.0,4.0,4.0,0.0,1.0,0.0,13.0,Tigre,3
Talleres,13.0,2.0,1.0,11.0,5.0,10.0,3.0,0.0,1.0,4.0,0.52,326.0,8.0,1.2,0.45454545454545453,6.0,1.0,2.0,2.0,0.0,0.0,18.0,San Lorenzo,3
San Lorenzo,13.0,0.0,0.0,6.0,1.0,18.0,2.0,2.0,0.0,3.0,0.48,250.0,14.0,1.0,0.16666666666666666,11.0,5.0,3.0,0.0,2.0,1.0,10.0,Talleres,0
Defensa y Justicia,13.0,0.0,0.0,13.0,7.0,16.0,4.0,1.0,1.0,7.0,0.54,320.0,10.0,1.2,0.5384615384615384,5.0,4.0,2.0,0.0,1.0,0.0,15.0,Velez Sarsfield,0
Velez Sarsfield,13.0,1.0,0.0,5.0,4.0,15.0,2.0,0.0,6.0,1.0,0.46,236.0,25.0,1.0,0.8,13.0,7.0,4.0,1.0,0.0,0.0,16.0,Defensa y Justicia,3
Newell's Old Boys,13.0,2.0,1.0,17.0,6.0,6.0,1.0,0.0,4.0,6.0,0.56,284.0,7.0,1.2,0.35294117647058826,14.0,8.0,3.0,0.0,1.0,0.0,12.0,Arsenal,3
Arsenal,13.0,1.0,0.0,14.0,8.0,12.0,3.0,0.0,0.0,6.0,0.44,187.0,11.0,1.0,0.5714285714285714,17.0,6.0,1.0,0.0,2.0,1.0,6.0,Newell's Old Boys,0
Lanus,13.0,1.0,1.0,4.0,3.0,9.0,0.0,0.0,1.0,9.0,0.61,494.0,5.0,1.2,0.75,9.0,5.0,3.0,0.0,1.0,1.0,13.0,Patronato,1
Patronato,13.0,1.0,1.0,9.0,5.0,13.0,3.0,0.0,6.0,1.0,0.39,252.0,11.0,1.0,0.5555555555555556,4.0,3.0,0.0,0.0,1.0,1.0,9.0,Lanus,1
Boca Juniors,13.0,2.0,2.0,11.0,6.0,5.0,0.0,0.0,0.0,7.0,0.53,351.0,37.0,1.2,0.5454545454545454,13.0,6.0,4.0,1.0,0.0,0.0,17.0,Colon,3
Colon,13.0,0.0,0.0,13.0,6.0,17.0,4.0,1.0,0.0,5.0,0.47,310.0,14.0,1.0,0.46153846153846156,11.0,6.0,0.0,0.0,2.0,2.0,5.0,Boca Juniors,0
Olimpo,13.0,1.0,0.0,10.0,5.0,15.0,4.0,0.0,2.0,4.0,0.53,346.0,8.0,1.2,0.5,9.0,3.0,3.0,0.0,2.0,1.0,11.0,Belgrano,0
Belgrano,13.0,2.0,1.0,9.0,3.0,11.0,3.0,0.0,3.0,2.0,0.47,271.0,17.0,1.0,0.3333333333333333,10.0,5.0,4.0,0.0,1.0,0.0,15.0,Olimpo,3
Argentinos Jrs.,13.0,2.0,2.0,17.0,7.0,16.0,3.0,0.0,5.0,4.0,0.67,472.0,4.0,1.2,0.4117647058823529,5.0,1.0,2.0,2.0,0.0,0.0,10.0,San Martin de San Juan,3
San Martin de San Juan,13.0,0.0,0.0,5.0,1.0,10.0,2.0,2.0,1.0,0.0,0.33,128.0,25.0,1.0,0.2,17.0,7.0,3.0,0.0,2.0,2.0,16.0,Argentinos Jrs.,0
Huracan,13.0,1.0,0.0,8.0,4.0,14.0,2.0,0.0,1.0,3.0,0.33,107.0,13.0,1.2,0.5,17.0,4.0,3.0,0.0,0.0,0.0,19.0,River Plate,3
River Plate,13.0,0.0,0.0,17.0,4.0,19.0,3.0,0.0,1.0,10.0,0.67,437.0,11.0,1.0,0.23529411764705882,8.0,4.0,2.0,0.0,1.0,0.0,14.0,Huracan,0
Union Santa Fe,13.0,2.0,1.0,17.0,8.0,15.0,3.0,0.0,2.0,5.0,0.43,194.0,1.0,1.2,0.47058823529411764,9.0,1.0,3.0,0.0,1.0,1.0,15.0,Racing Club,3
Racing Club,13.0,1.0,1.0,9.0,1.0,15.0,3.0,0.0,3.0,2.0,0.57,320.0,18.0,1.0,0.1111111111111111,17.0,8.0,3.0,0.0,2.0,1.0,15.0,Union Santa Fe,0
Gimnasia LP,13.0,2.0,2.0,12.0,5.0,16.0,1.0,0.0,1.0,4.0,0.41,132.0,10.0,1.2,0.4166666666666667,8.0,3.0,3.0,0.0,1.0,1.0,16.0,Rosario Central,3
Rosario Central,13.0,1.0,1.0,8.0,3.0,16.0,3.0,0.0,5.0,3.0,0.59,271.0,11.0,1.0,0.375,12.0,5.0,1.0,0.0,2.0,2.0,16.0,Gimnasia LP,0
Atletico Tucuman,13.0,3.0,3.0,10.0,5.0,13.0,0.0,0.0,1.0,5.0,0.52,301.0,23.0,1.2,0.5,7.0,1.0,1.0,0.0,0.0,0.0,8.0,Temperley,3
Temperley,13.0,0.0,0.0,7.0,1.0,8.0,1.0,0.0,3.0,3.0,0.48,255.0,22.0,1.0,0.14285714285714285,10.0,5.0,0.0,0.0,3.0,3.0,13.0,Atletico Tucuman,0
Independiente,13.0,1.0,1.0,16.0,7.0,7.0,1.0,0.0,1.0,4.0,0.62,349.0,19.0,1.2,0.4375,16.0,5.0,4.0,1.0,2.0,1.0,14.0,Estudiantes de La Plata,0
Estudiantes de La Plata,13.0,2.0,1.0,16.0,5.0,14.0,4.0,1.0,4.0,6.0,0.38,135.0,15.0,1.0,0.3125,16.0,7.0,1.0,0.0,1.0,1.0,7.0,Independiente,3
Argentinos Jrs.,14.0,2.0,2.0,10.0,3.0,9.0,1.0,0.0,0.0,3.0,0.47,229.0,28.0,1.2,0.3,21.0,7.0,2.0,0.0,1.0,0.0,9.0,Defensa y Justicia,3
Defensa y Justicia,14.0,1.0,0.0,21.0,7.0,9.0,2.0,0.0,3.0,9.0,0.53,306.0,42.0,1.0,0.3333333333333333,10.0,3.0,1.0,0.0,2.0,2.0,9.0,Argentinos Jrs.,0
Patronato,14.0,0.0,0.0,9.0,2.0,17.0,4.0,0.0,0.0,4.0,0.55,258.0,8.0,1.2,0.2222222222222222,13.0,5.0,2.0,0.0,0.0,0.0,14.0,Godoy Cruz,1
Godoy Cruz,14.0,0.0,0.0,13.0,5.0,14.0,2.0,0.0,1.0,8.0,0.45,152.0,16.0,1.0,0.38461538461538464,9.0,2.0,4.0,0.0,0.0,0.0,17.0,Patronato,1
Belgrano,14.0,0.0,0.0,17.0,3.0,13.0,0.0,0.0,1.0,2.0,0.45,289.0,13.0,1.2,0.17647058823529413,8.0,1.0,3.0,0.0,0.0,0.0,14.0,Lanus,1
Lanus,14.0,0.0,0.0,8.0,1.0,14.0,3.0,0.0,0.0,6.0,0.55,373.0,12.0,1.0,0.125,17.0,3.0,0.0,0.0,0.0,0.0,13.0,Belgrano,1
Banfield,14.0,0.0,0.0,15.0,4.0,5.0,0.0,0.0,1.0,3.0,0.41,174.0,30.0,1.2,0.26666666666666666,4.0,3.0,3.0,0.0,0.0,0.0,12.0,Atletico Tucuman,1
Atletico Tucuman,14.0,0.0,0.0,4.0,3.0,12.0,3.0,0.0,1.0,2.0,0.59,363.0,9.0,1.0,0.75,15.0,4.0,0.0,0.0,0.0,0.0,5.0,Banfield,1
Rosario Central,14.0,1.0,1.0,4.0,3.0,17.0,5.0,1.0,5.0,5.0,0.39,132.0,14.0,1.2,0.75,9.0,1.0,2.0,0.0,0.0,0.0,15.0,Union Santa Fe,3
Union Santa Fe,14.0,0.0,0.0,9.0,1.0,15.0,2.0,0.0,0.0,7.0,0.61,324.0,20.0,1.0,0.1111111111111111,4.0,3.0,5.0,1.0,1.0,1.0,17.0,Rosario Central,0
Colon,14.0,0.0,0.0,13.0,3.0,15.0,2.0,0.0,1.0,4.0,0.44,203.0,37.0,1.2,0.23076923076923078,10.0,2.0,1.0,0.0,1.0,0.0,15.0,Independiente,0
Independiente,14.0,1.0,0.0,10.0,2.0,15.0,1.0,0.0,0.0,6.0,0.56,329.0,37.0,1.0,0.2,13.0,3.0,2.0,0.0,0.0,0.0,15.0,Colon,3
River Plate,14.0,2.0,1.0,16.0,6.0,8.0,0.0,0.0,4.0,7.0,0.63,420.0,7.0,1.2,0.375,7.0,2.0,3.0,0.0,0.0,0.0,20.0,Olimpo,3
Olimpo,14.0,0.0,0.0,7.0,2.0,20.0,3.0,0.0,1.0,2.0,0.37,156.0,29.0,1.0,0.2857142857142857,16.0,6.0,0.0,0.0,2.0,1.0,8.0,River Plate,0
Estudiantes de La Plata,14.0,4.0,3.0,16.0,9.0,15.0,1.0,0.0,0.0,5.0,0.45,210.0,8.0,1.2,0.5625,17.0,8.0,2.0,0.0,2.0,2.0,13.0,Newell's Old Boys,3
Newell's Old Boys,14.0,2.0,2.0,17.0,8.0,13.0,2.0,0.0,1.0,9.0,0.55,289.0,10.0,1.0,0.47058823529411764,16.0,9.0,1.0,0.0,4.0,3.0,15.0,Estudiantes de La Plata,0
Arsenal,14.0,0.0,0.0,7.0,2.0,20.0,1.0,0.0,2.0,6.0,0.46,170.0,21.0,1.2,0.2857142857142857,16.0,7.0,2.0,0.0,0.0,0.0,16.0,Gimnasia LP,1
Gimnasia LP,14.0,0.0,0.0,16.0,7.0,16.0,2.0,0.0,3.0,9.0,0.54,254.0,10.0,1.0,0.4375,7.0,2.0,1.0,0.0,0.0,0.0,20.0,Arsenal,1
San Lorenzo,14.0,1.0,0.0,10.0,2.0,12.0,2.0,2.0,1.0,2.0,0.39,155.0,7.0,1.2,0.2,18.0,3.0,2.0,0.0,1.0,1.0,19.0,Boca Juniors,1
Boca Juniors,14.0,1.0,1.0,18.0,3.0,19.0,2.0,0.0,1.0,14.0,0.61,349.0,9.0,1.0,0.16666666666666666,10.0,2.0,2.0,2.0,1.0,0.0,12.0,San Lorenzo,1
Racing Club,14.0,4.0,2.0,19.0,10.0,17.0,3.0,0.0,1.0,4.0,0.6,321.0,6.0,1.2,0.5263157894736842,7.0,1.0,3.0,0.0,0.0,0.0,13.0,Huracan,3
Huracan,14.0,0.0,0.0,7.0,1.0,13.0,3.0,0.0,3.0,5.0,0.4,155.0,9.0,1.0,0.14285714285714285,19.0,10.0,3.0,0.0,4.0,2.0,17.0,Racing Club,0
